i,j,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20
47,-94,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
98,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
136,12,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,2,2,0
-29,-114,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
59,-65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
19,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-29,-20,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-29,9,0,0,0,0,0,0,0,0,0,0,-1000,12,8,0,0,0,0,0,0,0,0
-21,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,2,4,3,0
39,-124,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
78,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
44,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,2,2,0,0
30,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
61,-52,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-2,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,5,2,0,0,0,0
1,-30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
73,-45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
31,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
32,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
34,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
23,-8,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
50,-7,0,0,0,0,0,0,0,0,0,0,-1000,8,14,27,6,0,0,0,0,0,0
35,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,1,0
45,-113,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-27,3,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-16,36,0,0,0,0,0,0,0,0,0,0,-1000,7,2,2,0,0,0,0,0,0,0
16,-43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
46,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
36,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,1,0
10,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
37,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
29,9,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-4,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
19,31,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
134,17,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-30,-87,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,0,0,0,0,0
60,-128,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
33,8,0,0,0,0,0,0,0,0,0,0,-1000,4,0,0,0,0,0,0,0,0,0
62,-53,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,10,3,0,0,0,0,0
141,-119,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
106,38,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
-23,34,0,0,0,0,0,0,0,0,0,0,-1000,10,0,0,0,0,0,0,0,0,0
42,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
125,25,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
-24,-104,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-6,-148,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,1,0,0,1,0
32,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,9,5,4,0,0,0,0
47,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
49,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
50,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
50,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-8,-74,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
51,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
17,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,4,0,0,0,0
-31,11,0,0,0,0,0,0,0,0,0,0,-1000,5,0,0,0,0,0,0,0,0,0
-79,11,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
11,33,0,0,0,0,0,0,0,0,0,0,-1000,3,1,0,0,0,0,0,0,0,0
75,60,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,1,3,0,0,0,0,0
57,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,3,3,3,0
54,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
84,-74,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
55,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
55,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
55,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
31,-139,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,1,0,0,0,0
120,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,2,3,0
-8,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
66,-42,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
73,62,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,1,0,1,0,0,0,0
-3,45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
96,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
63,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
93,-4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
71,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-9,1,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-2,-38,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-2,25,0,0,0,0,0,0,0,0,0,0,-1000,11,48,0,0,0,0,0,0,0,0
59,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,2,0,0,1,0
-21,-116,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
17,-49,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
61,-139,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-46,-198,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-28,-144,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
66,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
67,-130,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-31,21,0,0,0,0,0,0,0,0,0,1,-1000,0,0,0,0,0,0,0,0,0,0
69,-130,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
44,-21,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
20,-5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
123,-63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,3,4,0
-1,-38,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
94,-3,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
133,-51,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
-46,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
19,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
9,34,0,0,0,0,0,0,0,0,0,0,-1000,1,5,0,0,0,0,0,0,0,0
49,-9,0,0,0,0,0,0,0,0,0,0,-1000,34,31,14,1,0,0,0,0,0,0
100,-86,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-81,14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
35,-76,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
32,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
11,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,2,1,2,3,2,0
136,-46,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
45,-73,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-15,38,0,0,0,0,0,0,0,0,0,0,-1000,5,1,0,0,0,0,0,0,0,0
141,-110,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-31,39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
136,-44,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
136,-43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
54,1,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
29,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
3,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
37,54,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-27,-21,0,0,0,0,0,0,0,0,0,0,-1000,20,0,0,0,0,0,0,0,0,0
-10,-75,0,0,0,0,0,0,0,0,0,0,-1000,1,0,4,0,0,0,0,0,0,0
44,26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
40,33,0,0,0,0,0,0,0,0,0,0,-1000,0,7,11,0,0,0,0,0,0,0
-23,29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
67,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
136,-39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,3,0
86,-47,0,0,0,0,0,0,0,0,0,0,-1000,0,3,4,0,0,0,0,0,0,0
122,-80,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
103,29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,5,5,0,0,0,0
24,-18,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
135,38,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-41,11,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
20,-12,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
6,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-39,7,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,7,0,0,0,0,0,0
25,35,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
30,-69,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
128,-9,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-36,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,1,0,0,0
80,60,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,1,2,0,0,0,0,0
136,42,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
40,13,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,1,0,0,0,0,0,0
16,-26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
125,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
41,14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
-85,42,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
29,-29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-30,-10,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
31,-23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
132,46,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
10,36,0,0,0,0,0,0,0,0,0,0,-1000,4,10,0,0,0,0,0,0,0,0
18,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
9,25,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
-44,-187,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
135,54,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-14,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
118,41,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
135,55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,2,0
-7,-74,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
32,14,0,0,0,0,0,0,0,0,0,0,-1000,19,9,1,1,0,0,0,0,0,0
32,16,0,0,0,0,0,0,0,0,0,0,-1000,17,4,0,5,0,0,0,0,0,0
80,-92,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
81,59,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-20,49,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
26,34,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
31,16,0,0,0,0,0,0,0,0,0,0,-1000,11,11,4,1,0,0,0,0,0,0
-40,-200,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-24,33,0,0,0,0,0,0,0,0,0,0,-1000,10,0,0,0,0,0,0,0,0,0
31,18,0,0,0,0,0,0,0,0,0,0,-1000,4,11,0,3,0,0,0,0,0,0
-42,61,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
26,9,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
52,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,2,1,0,1,0
31,19,0,0,0,0,0,0,0,0,0,0,-1000,4,7,2,1,0,0,0,0,0,0
20,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,1,0,0,0,0
81,68,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,4,0,0,0
115,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
-32,-188,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
31,47,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-19,3,0,0,0,0,0,0,0,0,0,0,-1000,7,0,0,0,0,0,0,0,0,0
-35,-163,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
9,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
22,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-37,-115,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
79,68,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,3,0,0,0
42,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,5,0,0,0,0,0,0
60,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
19,36,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
106,-5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
27,-138,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-17,32,0,0,0,0,0,0,0,0,0,0,-1000,0,3,6,0,0,0,0,0,0,0
56,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-4,-55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
35,29,0,0,0,0,0,0,0,0,0,0,-1000,1,3,0,0,0,0,0,0,0,0
18,35,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
55,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
20,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,3,9,1,0,0,0,0,0
-9,-51,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-1,-23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
17,64,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
13,20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
38,-146,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,1,0
-32,-99,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
16,65,0,0,0,0,0,0,0,0,0,0,-1000,1,0,12,16,2,0,0,0,0,0
-29,-84,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,3,1,0,0,0,0
14,-123,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-29,37,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
92,5,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-2,26,0,0,0,0,0,0,0,0,0,0,-1000,32,13,7,0,0,0,0,0,0,0
-6,64,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,1,0,0,0,0,0
25,54,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
135,-144,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,2,2,3,0
-31,10,0,0,0,0,0,0,0,0,0,0,-1000,9,0,0,0,0,0,0,0,0,0
117,-63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,2,3,0,0,0
65,32,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
-12,64,0,0,0,0,0,0,0,0,0,19,-1000,0,0,0,0,2,0,0,0,0,0
46,-17,0,0,0,0,0,0,0,0,0,0,-1000,21,7,0,0,0,0,0,0,0,0
-19,63,0,0,0,0,0,0,0,0,0,0,-1000,0,5,0,0,1,0,0,0,0,0
-35,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,0,0,0,0,0
35,-139,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,1,0,0,0,0
37,-138,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-32,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-37,27,0,0,0,0,0,0,0,0,0,0,-1000,0,1,5,12,0,0,0,0,0,0
72,-136,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
-34,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
73,-48,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
38,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
26,-43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-36,26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,3,0,0,0,0,0,0
175,43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
103,37,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,5,0,0,0,0,0
63,-55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,0,0,0,0,0,0
71,-83,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-84,38,0,0,0,0,0,0,0,0,0,0,-1000,7,5,2,2,2,2,1,0,0,0
74,-43,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-35,45,0,0,0,0,0,0,0,0,0,0,-1000,4,0,3,0,0,0,0,0,0,0
35,-16,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-85,38,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,4,1,0,0,0
-18,-22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
36,55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
20,-75,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
54,-84,0,0,0,0,0,0,0,0,0,0,-1000,0,0,4,0,0,0,0,0,0,0
-85,37,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,8,2,0,0,0
101,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
62,19,0,0,0,0,0,0,0,0,0,0,-1000,2,3,4,0,0,0,0,0,0,0
-30,-119,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-25,40,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
69,45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
138,-24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
-4,29,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-21,6,0,0,0,0,0,0,0,0,0,0,-1000,0,5,19,0,0,0,0,0,0,0
14,40,0,0,0,0,0,0,0,0,0,0,-1000,0,3,0,0,0,0,0,0,0,0
-22,6,0,0,0,0,0,0,0,0,0,0,-1000,1,5,9,0,0,0,0,0,0,0
-23,6,0,0,0,0,0,0,0,0,0,0,-1000,1,6,5,0,0,0,0,0,0,0
98,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-7,-148,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,1,0,0,1,0
-2,-45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
37,67,0,0,0,0,0,0,0,0,0,1,-1000,0,0,0,0,0,3,0,0,0,0
-39,-17,0,0,0,0,0,0,0,0,0,0,-1000,1,21,18,6,0,0,0,0,0,0
-19,43,0,0,0,0,0,0,0,0,0,0,-1000,0,1,1,0,0,0,0,0,0,0
-50,-150,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
44,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,1,2,2,0,1,3,0
81,-42,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-13,36,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-32,-25,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,3,0,0,0,0,0,0
0,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,2,0
-30,-57,0,0,0,0,0,0,0,0,0,0,-1000,12,10,6,1,1,0,0,0,0,0
-12,19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
34,-13,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
22,-141,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
45,-144,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-27,-59,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,1,1,0,0,0,0,0
-28,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-28,-69,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-29,-90,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
-37,-122,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,1,0
-20,22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-34,18,0,0,0,0,0,0,0,0,0,0,-1000,0,1,44,10,0,0,0,0,0,0
-30,62,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
-37,-129,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,1,3,3,0
-36,-129,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
9,22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
33,38,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-34,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
106,-9,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-33,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
131,-82,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
32,-146,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,1,0,0,0,0
134,55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
100,-60,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
