i,j,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,bin10,bin11,bin12,bin13,bin14,bin15,bin16,bin17,bin18,bin19,bin20
39,-39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
124,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
24,-119,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
31,55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
27,57,0,0,0,0,0,0,0,0,0,0,-1000,0,0,3,0,0,0,0,0,0,0
46,-21,0,0,0,0,0,0,0,0,0,0,-1000,0,4,27,7,0,0,0,0,0,0
100,-84,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
19,-52,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
25,59,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
30,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-1,38,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-23,54,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
3,45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
62,20,0,0,0,0,0,0,0,0,0,0,-1000,8,15,11,0,0,0,0,0,0,0
-21,44,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-39,20,0,0,0,0,0,0,0,0,0,0,-1000,2,5,1,0,0,0,0,0,0,0
-20,35,0,0,0,0,0,0,0,0,0,0,-1000,5,3,0,0,0,0,0,0,0,0
34,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,8,5,0,0,0,0
-25,42,0,0,0,0,0,0,0,0,0,0,-1000,1,3,1,0,0,0,0,0,0,0
-40,44,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-4,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-34,45,0,0,0,0,0,0,0,0,0,0,-1000,2,0,1,0,0,0,0,0,0,0
12,-52,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-37,45,0,0,0,0,0,0,0,0,0,0,-1000,1,0,3,0,0,0,0,0,0,0
2,40,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-37,23,0,0,0,0,0,0,0,0,0,0,-1000,2,5,0,0,0,0,0,0,0,0
34,-125,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-48,-146,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-45,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
30,18,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
39,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,5,4,4,0,0,0,0
-28,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,1,0,0,0,0,0
-30,-49,0,0,0,0,0,0,0,0,2,5,-1000,13,14,8,7,1,0,0,0,0,0
-11,-76,0,0,0,0,0,0,0,0,0,0,-1000,1,1,3,0,0,0,0,0,0,0
-14,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,4,0,0,0,0,0,0
-12,-133,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
117,-49,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
39,-41,0,0,0,0,0,0,0,0,0,0,-1000,0,8,3,0,0,0,0,0,0,0
-38,11,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,7,0,0,0,0,0,0
16,-20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
47,-89,0,0,0,0,0,0,0,0,0,0,-1000,4,0,0,0,0,0,0,0,0,0
9,-125,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
70,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
74,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-26,11,0,0,0,0,0,0,0,0,0,0,-1000,0,10,0,0,0,0,0,0,0,0
75,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
20,-18,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
83,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
71,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,1,1,0
-39,46,0,0,0,0,0,0,0,0,0,0,-1000,0,7,2,0,0,0,0,0,0,0
-10,-119,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
29,7,0,0,0,0,0,0,0,0,0,0,-1000,7,0,0,0,0,0,0,0,0,0
125,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
144,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-5,-129,0,0,0,0,0,0,0,0,0,0,-1000,0,1,4,0,0,0,0,0,0,0
144,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
69,36,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
57,-108,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-18,14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
14,-118,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
142,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
8,-49,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
104,6,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
68,-60,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
59,-52,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
69,-59,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,0,0,0,0,0,0
19,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
111,-75,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,1,0,0,0,0,0,0
89,-46,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,3,0,0,0,0,0,0
68,68,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,5,1,0,0
22,64,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,5,6,0,0,0,0
-1,-39,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
134,18,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
13,-33,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
125,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
145,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
46,-23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,4,0,0,0,0,0,0,0
127,26,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
126,27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,0,0,0,0,0,0
126,28,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,0,0,0,0,0,0
139,25,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,1,0,0,0,0,0,0
123,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,1,0,0,0,0,0
-2,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
126,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
29,-8,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-21,-55,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
79,19,0,0,0,0,0,0,0,0,0,0,-1000,3,0,2,0,0,0,0,0,0,0
47,-126,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
136,47,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,2,0,0,0,0,0
100,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
82,-47,0,0,0,0,0,0,0,0,0,1,-1000,0,0,1,0,0,0,0,0,0,0
6,28,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
91,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
107,44,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
74,-103,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
116,-83,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
136,58,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
173,45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
73,35,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
136,-42,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
-49,-150,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
70,36,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
48,-131,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
68,35,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
127,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-38,-9,0,0,0,0,0,0,0,0,0,0,-1000,9,0,0,0,0,0,0,0,0,0
116,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,0,0,0,0,0,0
70,45,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
37,58,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
32,8,0,0,0,0,0,0,0,0,0,0,-1000,5,0,0,0,0,0,0,0,0,0
-33,10,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-46,-147,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-14,-148,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,1,0,0,0,0
40,30,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
34,27,0,0,0,0,0,0,0,0,0,0,-1000,1,2,1,0,0,0,0,0,0,0
25,-99,0,0,0,0,0,0,0,0,0,0,-1000,0,4,1,0,0,0,0,0,0,0
27,30,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
28,27,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
31,23,0,0,0,0,0,0,0,0,0,0,-1000,13,7,4,3,0,0,0,0,0,0
28,33,0,0,0,0,0,0,0,0,0,0,-1000,1,2,1,0,0,0,0,0,0,0
27,34,0,0,0,0,0,0,0,0,0,0,-1000,9,0,1,0,0,0,0,0,0,0
44,-40,0,0,0,0,0,0,0,0,0,0,-1000,0,8,1,0,0,0,0,0,0,0
49,65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
121,32,0,0,0,0,0,0,0,0,0,0,-1000,1,0,2,0,0,0,0,0,0,0
-18,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
74,-3,0,0,0,0,0,0,0,0,0,0,-1000,2,0,0,0,0,0,0,0,0,0
34,-12,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
31,56,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
34,-46,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-19,20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
31,58,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
23,9,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
30,58,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
137,-29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,1,0,0,0
-3,-27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
28,62,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
45,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
40,34,0,0,0,0,0,0,0,0,0,0,-1000,0,0,4,0,0,0,0,0,0,0
134,4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,2,0
10,32,0,0,0,0,0,0,0,0,0,0,-1000,3,10,0,0,0,0,0,0,0,0
-31,47,0,0,0,0,0,0,0,0,0,0,-1000,1,0,4,0,0,0,0,0,0,0
-39,62,0,0,0,0,0,0,0,0,0,0,-1000,1,6,3,7,13,10,0,0,0,0
3,43,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
140,-102,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,2,3,0
-1,41,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-2,31,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,0,0,0
-21,57,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-30,-44,0,0,0,0,0,0,0,0,0,9,-1000,12,12,8,3,0,0,0,0,0,0
56,-109,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-40,50,0,0,0,0,0,0,0,0,0,0,-1000,3,7,4,0,0,0,0,0,0,0
-25,11,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
-38,-13,0,0,0,0,0,0,0,0,0,2,-1000,1,0,1,0,0,0,0,0,0,0
-28,-80,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,1,0,0,0,0,0,0
-21,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-44,-148,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
32,22,0,0,0,0,0,0,0,0,0,0,-1000,13,5,0,0,0,0,0,0,0,0
-44,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,3,0,0,0,0,0
-6,22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
21,-14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
140,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
61,-34,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
-20,-14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
123,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,1,3,0
-30,-106,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,2,0,0,0,0,0,0
40,-108,0,0,0,0,0,0,0,0,0,0,-1000,2,1,0,0,0,0,0,0,0,0
-26,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
82,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
101,27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,2,0,0,0,0,0
-10,-76,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
113,70,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
10,19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-18,60,0,0,0,0,0,0,0,0,0,0,-1000,0,2,1,0,0,0,0,0,0,0
15,-150,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
140,32,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
15,-149,0,0,0,0,0,0,0,0,0,0,-1000,3,0,0,0,0,0,0,1,1,0
41,-78,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
10,37,0,0,0,0,0,0,0,0,0,0,-1000,3,2,0,0,0,0,0,0,0,0
14,-117,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
106,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
42,-118,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
52,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-43,-149,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
118,-6,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
56,-128,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
65,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
69,-139,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
44,-20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-31,8,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
11,-69,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
78,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,2,0,0,0,0,0
-39,56,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
95,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
67,62,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,1,0,0,0,0,0,0
102,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
104,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
84,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
64,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,2,0
-23,-62,0,0,0,0,0,0,0,0,0,0,-1000,0,2,0,0,0,0,0,0,0,0
119,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
138,-145,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,2,0,0,0,0
125,17,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
81,-67,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
40,-38,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
80,-65,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
61,-74,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
121,24,0,0,0,0,0,0,0,0,0,2,-1000,5,6,5,0,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0,0,0,0,-1000,3,3,7,0,0,0,0,0,0,0
-38,50,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
138,14,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,0,0,0,0,0
33,-112,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
138,22,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,0,0,0,0,0
138,24,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,3,0,0,0,0,0
-7,-21,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-30,45,0,0,0,0,0,0,0,0,0,0,-1000,0,3,1,0,0,0,0,0,0,0
125,23,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,2,1,0,0,0,0,0
-15,-55,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
120,28,0,0,0,0,0,0,0,0,0,3,-1000,0,0,2,1,0,0,0,0,0,0
34,-135,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
48,20,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-17,55,0,0,0,0,0,0,0,0,0,0,-1000,0,1,3,0,0,0,0,0,0,0
4,36,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
36,16,0,0,0,0,0,0,0,0,0,0,-1000,0,4,0,0,0,0,0,0,0,0
122,-137,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
-14,-118,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
-10,-27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
127,17,0,0,0,0,0,0,0,0,0,1,-1000,0,0,0,0,0,0,0,0,0,0
48,27,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-39,47,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
47,-88,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
49,29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
31,-19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
41,30,0,0,0,0,0,0,0,0,0,0,-1000,0,5,3,0,0,0,0,0,0,0
-29,-47,0,0,0,0,0,0,0,0,0,2,-1000,0,0,0,0,0,0,0,0,0,0
37,30,0,0,0,0,0,0,0,0,0,0,-1000,9,0,1,0,0,0,0,0,0,0
-24,5,0,0,0,0,0,0,0,0,0,0,-1000,7,5,4,0,0,0,0,0,0,0
34,66,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,10,6,3,0,0,0,0
-3,-31,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
137,46,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,0,0,0,0,0,0
46,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
15,-33,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-40,19,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,2,0,0,0,0,0,0
67,66,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,1,0,0,0,0,0,0
49,63,0,0,0,0,0,0,0,0,0,0,-1000,0,0,2,0,0,0,0,0,0,0
48,-12,0,0,0,0,0,0,0,0,0,0,-1000,31,31,4,0,0,0,0,0,0,0
29,62,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
9,36,0,0,0,0,0,0,0,0,0,0,-1000,4,7,0,0,0,0,0,0,0,0
4,43,0,0,0,0,0,0,0,0,0,0,-1000,1,0,1,0,0,0,0,0,0,0
-10,-70,0,0,0,0,0,0,0,0,0,5,-1000,0,13,0,0,0,0,0,0,0,0
-26,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,3,0,0,0,0,0,0
-40,48,0,0,0,0,0,0,0,0,0,0,-1000,2,8,2,0,0,0,0,0,0,0
-30,4,0,0,0,0,0,0,0,0,0,0,-1000,2,13,0,0,0,0,0,0,0,0
-32,-101,0,0,0,0,0,0,0,0,0,0,-1000,0,0,1,0,0,0,0,0,0,0
-39,-7,0,0,0,0,0,0,0,0,0,0,-1000,33,7,3,0,0,0,0,0,0,0
-39,-8,0,0,0,0,0,0,0,0,0,0,-1000,26,18,3,0,0,0,0,0,0,0
-43,62,0,0,0,0,0,0,0,0,0,0,-1000,2,6,1,5,6,10,0,0,0,0
24,-142,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-27,51,0,0,0,0,0,0,0,0,0,0,-1000,0,4,2,0,0,0,0,0,0,0
-14,-132,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
35,5,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
59,-49,0,0,0,0,0,0,0,0,0,0,-1000,1,0,2,0,0,0,0,0,0,0
27,-142,0,0,0,0,0,0,0,0,0,1,-1000,1,0,0,0,1,0,0,0,0,0
0,-148,0,0,0,0,0,0,0,0,1,1,-1000,1,0,0,0,0,0,0,0,1,0
105,47,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,2,0,0,0,0,0
2,-125,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
121,-69,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
47,-141,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-32,4,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
-2,-29,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
-29,-77,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
1,-32,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
62,-144,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,1,0,0,0,0
65,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,0,0,0,0,0
-17,-53,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
43,-12,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,0,0
73,-140,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
-43,21,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
30,4,0,0,0,0,0,0,0,0,0,0,-1000,5,0,0,0,0,0,0,0,0,0
74,-138,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
114,70,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,0,1,0
135,-4,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,0,0,0,3,3,0
57,-55,0,0,0,0,0,0,0,0,0,0,-1000,1,0,0,0,0,0,0,0,0,0
92,-143,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,0,1,1,0,0,0,0
68,49,0,0,0,0,0,0,0,0,0,0,-1000,0,0,0,1,1,0,0,0,0,0
-35,-106,0,0,0,0,0,0,0,0,0,0,-1000,0,1,0,0,0,0,0,0,0,0
